,datetime,machineID,voltmean,rotatemean,pressuremean,vibrationmean,voltsd,rotatesd,pressuresd,vibrationsd,error1count,error2count,error3count,error4count,error5count,model,age,failure,time_diff
0,2015-01-02T05:00:00Z,8.0,170.04592574867613,457.9093322345397,102.22977294100329,39.978532412819035,18.773000363573786,56.23099102590186,8.849343946677179,6.263199305986446,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,3.0
1,2015-01-02T08:00:00Z,8.0,171.3518477572321,459.2961576299283,100.6335028439173,39.66121017275828,17.890187668478855,52.64501427177534,8.590810544504768,6.171020292293522,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,6.0
2,2015-01-02T11:00:00Z,8.0,170.44194311984654,457.55565871869214,100.34282670548694,40.48376860042097,16.60103203912095,53.82903674066518,8.737560857311221,6.169071490971957,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,9.0
3,2015-01-02T14:00:00Z,8.0,171.9480159588382,455.1659760438944,100.9438451155773,40.468764653255135,13.966187762829776,53.64908270590446,8.075323286129834,5.94277444005703,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,12.0
4,2015-01-02T17:00:00Z,8.0,171.21709357495698,455.2566758912116,100.42842149453907,40.95010007583862,14.49184292494585,54.5160841456735,8.253910994200858,5.099723336409976,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,15.0
5,2015-01-02T20:00:00Z,8.0,168.71860590193387,455.5267941630242,99.6122897419104,40.6590931969445,12.983412722840395,50.872527961885396,8.327090836094625,5.12455611842525,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,18.0
6,2015-01-02T23:00:00Z,8.0,170.1925420602947,445.6543187139493,98.75553021673376,41.96402653250647,12.579871703107553,52.09591515564324,9.381117442449352,5.0400811060155775,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,21.0
7,2015-01-03T02:00:00Z,8.0,170.3147866444703,443.7125239018961,99.28737410650636,41.88021803476176,11.422722100844858,40.298141514607856,9.47907908446772,4.892826383766419,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,24.0
8,2015-01-03T05:00:00Z,8.0,171.11193602011537,447.4585307845496,98.80168103789616,40.708704183053285,13.984591914513555,40.496708512361494,9.122870569650221,4.935403459609387,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,27.0
9,2015-01-03T08:00:00Z,8.0,167.89665764040208,450.2567819308096,98.76266497216488,40.8268575642274,14.46440587958966,39.556142688805366,9.382226598124602,4.671029031495119,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,30.0
10,2015-01-03T11:00:00Z,8.0,166.51773808988196,443.2446193299678,99.32154654734177,40.82026364917007,16.29361734125375,40.770673956000856,10.039097899137863,4.6539661042865195,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,33.0
11,2015-01-03T14:00:00Z,8.0,164.3610774199768,446.868461938586,97.82564528996151,40.896532715187924,16.018840844293365,40.47345311553109,10.257413235580351,4.616686703252936,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,36.0
12,2015-01-03T17:00:00Z,8.0,167.03409932240714,442.5523489106738,97.49719440772976,41.382127747509664,17.565588066736318,40.275485598496665,10.552516505176767,4.632049146320509,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,39.0
13,2015-01-03T20:00:00Z,8.0,169.08424994753324,437.52650982436853,98.69705823252303,41.031102316126756,18.925029738992823,43.367568781785685,10.120004890237137,4.596887977536569,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,42.0
14,2015-01-03T23:00:00Z,8.0,170.3007241222297,444.1157436507075,99.71897290454979,39.78246996326704,18.215844489335765,40.16534129916881,8.57526253359995,4.0582348556775525,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,45.0
15,2015-01-04T02:00:00Z,8.0,172.7376668299274,445.81685533594236,99.73308256716464,39.66599442241849,19.926496415604703,41.741238075292436,8.543458852268806,3.5724236175384627,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,48.0
16,2015-01-04T05:00:00Z,8.0,172.35661272619126,450.75965604213485,99.92925825898114,39.702933018024225,18.10884395752233,46.98276061334725,8.486193840431106,3.9745086875986,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,51.0
17,2015-01-04T08:00:00Z,8.0,174.6302461208074,443.8964879729632,99.37283193442556,39.75391128900815,17.169952999359058,52.478559938819245,8.888579634008051,4.021709418223546,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,54.0
18,2015-01-04T11:00:00Z,8.0,176.46353609693688,448.83385903324853,98.54216921380728,39.10990743256437,15.117704786077026,47.65139420063244,8.538686513473406,4.355546561749784,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,57.0
19,2015-01-04T14:00:00Z,8.0,179.0167948923103,446.59214384303215,99.93678786883773,40.27770990530113,13.174170404616484,47.332835223448654,9.32780986141436,5.054215259449411,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,60.0
20,2015-01-04T17:00:00Z,8.0,177.20724456423756,450.7223984310992,100.90428063086279,40.363411156918986,12.373879972573011,49.955198406975576,9.232580241843161,5.8412839485758905,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,63.0
21,2015-01-04T20:00:00Z,8.0,176.0018727961676,458.8449472248668,100.03146465170934,40.182272698751795,12.489288955689675,47.78238095402168,9.337225442576383,6.237778831476318,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,66.0
22,2015-01-04T23:00:00Z,8.0,174.88913727322722,462.84902256425386,99.32676302933321,40.20280018038383,13.992034915106393,54.68396707708077,9.862570751971603,6.6353215020477805,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,69.0
23,2015-01-05T02:00:00Z,8.0,170.71407822833785,462.69672361537016,100.02357139998043,40.559746486941016,12.080551282147793,54.31530766424367,11.101465452224488,6.721017308423232,0.0,0.0,0.0,0.0,0.0,model3,16.0,False,72.0
24,2015-01-05T05:00:00Z,8.0,171.3226217697606,460.7927557293145,100.20655029913387,41.132247846005,12.318661414799154,52.22799413790555,11.199373348009262,6.558117655434868,0.0,1.0,0.0,0.0,0.0,model3,16.0,False,75.0
25,2015-01-05T08:00:00Z,8.0,169.65374366578004,469.7872203990694,101.36553294088348,41.26898995469046,14.695839769909522,43.57477594748406,11.23508423670549,6.819629478296455,0.0,1.0,0.0,0.0,0.0,model3,16.0,False,78.0
