,datetime,machineID,voltmean,rotatemean,pressuremean,vibrationmean,voltsd,rotatesd,pressuresd,vibrationsd,error1count,error2count,error3count,error4count,error5count,model,age,failure,time_diff
0,2015-01-02T05:00:00Z,20.0,173.3530008675254,454.9467981304651,99.51644021247722,40.28135176047277,15.982679559580395,60.55624893351047,7.306502094944391,4.420434962217469,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,3.0
1,2015-01-02T08:00:00Z,20.0,173.27782311423582,449.9667417874152,98.45274050414015,40.66461840021427,15.066969952338749,64.99780290304292,7.678363159446161,4.314552313271098,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,6.0
2,2015-01-02T11:00:00Z,20.0,171.64677761174514,445.9746333297042,98.60982513910594,40.71839290835825,14.845298961635432,72.32267624091394,9.256123796125054,4.389528488099242,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,9.0
3,2015-01-02T14:00:00Z,20.0,170.9162194626607,434.8663783458789,99.35626168490549,39.765128108691314,15.844788366002435,70.06414281801723,10.473025335517182,4.410296512532205,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,12.0
4,2015-01-02T17:00:00Z,20.0,169.92088060118866,421.74977408505765,98.85930279719317,39.81894523684573,16.06533259930837,72.00039584906688,10.340722781810623,5.487016081695497,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,15.0
5,2015-01-02T20:00:00Z,20.0,171.072928176478,408.3477383079786,99.90570014467687,40.2223441379664,16.037862548653163,60.33165813996282,9.780356322017028,5.066352370604231,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,18.0
6,2015-01-02T23:00:00Z,20.0,172.1076397505492,398.77363024826724,99.92047980935742,39.64171062864544,14.129450409803493,61.5697967962912,9.770919975418698,5.248668585916123,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,21.0
7,2015-01-03T02:00:00Z,20.0,168.94299650775983,389.1351088340505,99.35922256762292,39.120493327097655,14.119346118231654,56.33148769851677,9.970340305084967,5.667656497433577,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,24.0
8,2015-01-03T05:00:00Z,20.0,170.02743099688018,377.3902455007061,98.58811810471329,38.796358212387034,14.44054893232022,51.08167871096086,10.785980740841223,5.706708931879126,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,27.0
9,2015-01-03T08:00:00Z,20.0,169.46831447571242,371.46364281039763,98.43244118460777,39.43816415690647,15.519602087027936,53.6632156346809,10.937356035989108,6.0282683076728345,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,30.0
10,2015-01-03T11:00:00Z,20.0,168.9005621234606,372.91516687972165,98.97517252500352,39.124006648928976,16.731413092383136,50.05585469152026,9.686944168864304,5.802952967625767,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,33.0
11,2015-01-03T14:00:00Z,20.0,169.69505388521196,371.6393108827649,97.71220897989934,39.574695047599256,15.676480116214336,54.66532438229419,9.449594358773043,5.622818791668452,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,36.0
12,2015-01-03T17:00:00Z,20.0,169.60070633327192,369.56418448896693,97.69135564492659,39.27907505714136,15.735903562463827,60.77812432257758,9.189939674508565,4.494200055352743,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,39.0
13,2015-01-03T20:00:00Z,20.0,170.3727834947089,363.9125231032286,97.47956309169416,39.0666659365829,13.88240086218323,56.969648005126935,9.160607245684886,4.779187903392418,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,42.0
14,2015-01-03T23:00:00Z,20.0,169.38448801763727,371.53804250964487,97.54064212697264,38.780703181066066,14.103338869183958,60.82110328720956,9.368533047678566,4.6883856488480165,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,45.0
15,2015-01-04T02:00:00Z,20.0,172.52136591514267,366.2321454117482,97.90690911567336,39.48618625398832,14.030303624002984,58.174821342879454,8.718274761188098,4.37631742661842,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,48.0
16,2015-01-04T05:00:00Z,20.0,171.5849171517747,361.7937693171572,98.48715996565355,39.84338618184464,13.211178238162727,56.746075813314974,7.614316404961023,4.2533587207583174,0.0,1.0,1.0,0.0,0.0,model2,16.0,True,51.0
17,2015-01-04T08:00:00Z,20.0,169.57980486198534,373.6815442790793,98.81550969201496,39.05252727408747,13.50571822376151,62.91774617980917,7.050022301728232,3.7305373873889174,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,54.0
18,2015-01-04T11:00:00Z,20.0,170.30604534231537,389.66806630052946,97.50217639241542,39.20717619399755,12.40685766667398,76.64964101513469,6.991291828822716,4.201947168642659,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,57.0
19,2015-01-04T14:00:00Z,20.0,168.74525538159222,401.0253207648559,96.94265890725849,38.99840084203273,12.876005255823998,76.31186475011995,5.994140275518833,4.270904336621383,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,60.0
20,2015-01-04T17:00:00Z,20.0,168.9379985223416,417.52829318186616,95.76663455475166,38.97351889319166,13.161082999562096,76.11602228042699,7.274209207402043,4.607907345955303,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,63.0
21,2015-01-04T20:00:00Z,20.0,168.30213341274262,423.48150894996695,95.99760953520752,39.64025146390892,12.772287127518975,74.8315025145669,8.417079206325168,4.464874310616559,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,66.0
22,2015-01-04T23:00:00Z,20.0,169.9776304262337,426.79373280165817,96.52160016798672,39.96365807682772,13.017205776737244,74.3511061597214,8.607422630273097,4.275110649572438,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,69.0
23,2015-01-05T02:00:00Z,20.0,167.3892876576226,433.3888864119429,95.96784555432349,39.82191334020995,11.969716734661644,71.8025537820098,9.82777445623819,5.020842644090285,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,72.0
24,2015-01-05T05:00:00Z,20.0,166.95658635759892,449.33957991694353,96.52810510648828,39.77812993578525,12.804448714241516,62.474635029132315,10.347738788622054,5.059829517341437,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,75.0
25,2015-01-05T08:00:00Z,20.0,169.69679719565463,449.9203932730474,98.29023882195452,39.89534900296083,11.77900385684307,59.23933671725198,10.925751720912194,5.483810134629587,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,78.0
26,2015-01-05T11:00:00Z,20.0,168.02549872478184,437.72732519122513,100.41360844156357,39.73213677502596,12.035920505066366,52.47049246355702,11.412786145233767,5.17537507781432,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,81.0
27,2015-01-05T14:00:00Z,20.0,167.54039247831483,430.2661778105346,102.32580150607949,39.6402154513962,11.601850558807767,54.1168202161269,12.657457568904825,5.080113483095573,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,84.0
28,2015-01-05T17:00:00Z,20.0,165.892187506217,426.93517098823685,102.53930454149193,39.51788543405503,11.456482490264705,48.734137939699536,11.711678633851404,5.2671629912965,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,87.0
29,2015-01-05T20:00:00Z,20.0,166.9644492416519,436.1015251997174,103.50858973267086,39.927001770884814,12.735967125587484,52.71503419437584,11.060517543480868,5.825068828258593,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,90.0
30,2015-01-05T23:00:00Z,20.0,165.9438072400981,435.3365945400725,104.72162392485693,39.731469230744345,12.869799409073172,52.55309324931985,11.456625796859779,6.485822173242768,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,93.0
31,2015-01-06T02:00:00Z,20.0,166.13768100406682,441.30124205190026,105.56199364450028,39.02402829746182,14.426047830143178,47.68916015679813,9.802249536173091,5.928267116455604,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,96.0
32,2015-01-06T05:00:00Z,20.0,169.09618470634234,442.8069526528793,103.5355978243473,39.16687997433289,16.990676547945863,47.481690243468215,11.62475688915301,5.8798703056171036,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,99.0
33,2015-01-06T08:00:00Z,20.0,170.93334044636197,445.1569578804499,101.40853351710967,39.01946131341374,18.83042584198425,47.65084846880141,12.246007163401613,5.9372457065729245,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,102.0
34,2015-01-06T11:00:00Z,20.0,172.12725046215786,452.2148860910488,98.74928262612741,38.6672874632137,18.722457087218498,48.26520149694978,12.632346591368186,6.184157908866159,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,105.0
35,2015-01-06T14:00:00Z,20.0,173.57789071064778,457.9542757417736,97.99534679694362,38.506383546638425,18.190563012343606,43.03158733243679,10.457755654671367,6.338649636451203,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,108.0
36,2015-01-06T17:00:00Z,20.0,174.83436203554345,459.448487083242,98.87539783693623,38.627149397967116,17.064915667953542,39.28603064655532,11.448239853413934,5.87430010485846,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,111.0
37,2015-01-06T20:00:00Z,20.0,175.23730567173587,455.4149778091012,97.5096450481436,37.27171385244363,17.60647564629688,36.98960774686154,11.147247628399004,4.834597141968748,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,114.0
38,2015-01-06T23:00:00Z,20.0,175.71870617154977,454.70820211749634,96.09970911557429,37.992460331524015,16.919625117315054,42.55322516139773,10.429778763681867,4.882622602451441,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,117.0
39,2015-01-07T02:00:00Z,20.0,175.51322294300118,451.42072855388227,94.67661390055108,38.3663956078521,15.709803789888813,42.857853307115924,11.327763622488337,4.80991480981858,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,120.0
40,2015-01-07T05:00:00Z,20.0,170.68281810135468,452.41685853248003,97.54281241940286,38.115821783596814,15.283585520728135,42.60466345891679,12.296371383002882,5.0486560492057855,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,123.0
41,2015-01-07T08:00:00Z,20.0,167.53097390034534,454.867221004777,99.56803224426676,38.64815146409239,12.936204700153914,41.15475714221742,12.266813499750734,4.766019752637723,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,126.0
42,2015-01-07T11:00:00Z,20.0,167.7377965393202,455.0526926457562,101.08942099927452,39.47385089330267,12.908003145855565,42.6074533583795,11.632481579024539,4.532096837316816,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,129.0
43,2015-01-07T14:00:00Z,20.0,167.63115137018175,455.01021893834593,101.52550633579412,40.284218000686,12.802974588058802,41.609076992881974,11.979322226703895,4.740233961636772,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,132.0
44,2015-01-07T17:00:00Z,20.0,166.8350182014474,455.4536134504641,101.09968383692369,41.07131447602375,13.497798563353742,43.210213318681404,11.025666755905409,6.049399734347372,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,135.0
45,2015-01-07T20:00:00Z,20.0,164.4841420421227,448.6366497345803,102.37646610712251,43.03343097235324,12.78648089508532,45.98374091162411,10.803738147939177,6.797559844375348,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,138.0
46,2015-01-07T23:00:00Z,20.0,164.25717358802729,444.03977057524605,101.60198164413036,44.52019159114502,13.672541077276016,45.72522294932503,10.628541859843352,7.481486569370035,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,141.0
47,2015-01-08T02:00:00Z,20.0,163.61741569992398,451.5270152862788,102.85474578474535,45.82560820016353,13.42967637599959,48.19791051516038,9.018773462296425,7.632357810646912,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,144.0
48,2015-01-08T05:00:00Z,20.0,167.20702399217492,453.5047570231163,100.48879064940859,46.84740805822752,13.942705822193265,48.62612703747117,8.455169341454146,6.800378820133814,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,147.0
49,2015-01-08T08:00:00Z,20.0,166.76140299248033,455.2894208202968,100.97938262212679,48.003636274965686,14.650981495312376,50.29055980836858,9.212612328089383,6.666604443324015,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,150.0
50,2015-01-08T11:00:00Z,20.0,167.70485347251483,458.5304745100033,100.54317112276459,49.05056037265178,14.839064402065725,55.184073204045035,8.963147607622004,6.3564998658347625,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,153.0
51,2015-01-08T14:00:00Z,20.0,167.710787323224,462.5938847140689,99.75706168284704,50.69851521029477,14.981818660720329,56.2827881691352,8.694127935935931,5.335850949351153,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,156.0
52,2015-01-08T17:00:00Z,20.0,168.0286337467779,462.3643909498362,99.8079090825848,51.49248885873019,14.590015687147273,56.983987936695684,9.478677223969557,4.241541533314576,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,159.0
53,2015-01-08T20:00:00Z,20.0,168.20676984196896,471.02826871791876,98.510978149467,51.38558922668682,13.051981652346626,53.974943488987954,9.436017203925877,4.410885682277732,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,162.0
54,2015-01-08T23:00:00Z,20.0,169.4419999732036,483.6772574063888,98.94535642989254,51.52203257798249,13.319188064579356,48.52329061384491,9.0269863515326,4.617566093958399,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,165.0
55,2015-01-09T02:00:00Z,20.0,170.96402546372784,476.9768290558586,98.83701204936537,51.69730575386514,13.586575473726988,53.65504413593335,9.774375560210114,4.1365289509299235,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,168.0
56,2015-01-09T05:00:00Z,20.0,169.98175566708866,471.6923424739643,98.4795882213156,52.41293259776021,13.323625219918098,60.49637870459112,10.168409187379227,3.9173856637393256,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,171.0
57,2015-01-09T08:00:00Z,20.0,170.86140204166486,472.94598701994033,96.63670077029495,52.647640790141146,13.413984959598475,63.859378482424134,8.609215371632992,3.881505243097468,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,174.0
58,2015-01-09T11:00:00Z,20.0,171.32878379264662,469.515111845597,98.44898566386487,52.598965539485064,13.391573143729902,60.23415803577581,10.092949390720307,4.090436221000211,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,177.0
59,2015-01-09T14:00:00Z,20.0,171.19678874725676,458.3037287238604,97.22159917160212,52.072918732305716,14.165114695367267,66.84447225534319,10.42668645278854,4.154135218016556,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,180.0
60,2015-01-09T17:00:00Z,20.0,172.5684045209756,457.0015795551549,96.22164979117464,51.89265074250431,13.477209535158675,64.59633549321362,10.157715946164263,4.2937843016043615,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,183.0
61,2015-01-09T20:00:00Z,20.0,172.9083555664344,457.99319986414383,97.1984640191922,51.086689670278226,14.282583044894178,66.40845465448616,10.399004112665336,4.566141926665441,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,186.0
62,2015-01-09T23:00:00Z,20.0,169.83249853638995,452.4743307516092,98.35129067569328,49.40728323348439,14.335381259887926,62.027469313499424,10.982448027875776,5.097847877098082,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,189.0
63,2015-01-10T02:00:00Z,20.0,170.24944358297458,456.04427896388603,97.96747677042237,48.73939056915232,14.001117672345266,59.43687470633353,11.14679716264909,5.855783963006003,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,192.0
64,2015-01-10T05:00:00Z,20.0,170.77119313791334,452.47826209609,99.51004788216987,47.37102087285963,14.161064085759056,55.58239580250693,10.874448895958162,6.12984733130751,0.0,0.0,0.0,0.0,0.0,model2,16.0,False,195.0
