,voltmean,rotatemean,pressuremean,vibrationmean,voltsd,rotatesd,pressuresd,vibrationsd
2,1.8616687661781555,10.795524437600534,2.392741611495765,-0.4906312745099797,1.1227323563694043,-11.710654287300905,0.03980847659179432,-0.9534059419962757
3,-2.1800887441283407,-3.882070103042224,-0.3398553985990276,0.3035134894607694,-3.1192881159109493,12.998275256677594,1.0360227397776054,-0.07390484299004374
4,-0.36535730696502355,-1.5685045153391002,-3.1683285783471007,0.24725848073772738,2.5588528882089,-0.1577612235873005,-0.7245533043662711,0.5425137105731208
5,0.7208739491337894,1.0051791288685195,0.8492718664545578,-0.8216949756633198,-1.5496199696414816,-0.7614306565515676,-0.7574981165510817,-0.6343748519785333
6,-0.8455567287620909,1.6306780299622687,0.9128924569716901,0.7628545091481485,1.6426452185775702,-8.651069756210653,0.8721198583033694,0.04813615977175978
7,-0.9792229387693396,-10.030596910894758,-2.1120226277278107,-0.397106536647847,-1.7360480771762212,4.2303641668035326,0.9955995684614987,-0.11784015204254317
8,-0.15257995492305554,2.1171582198961687,1.9256348810664576,0.09679874395870058,-1.6032982673126988,14.994845155347647,-1.0290676304314665,-0.2558768112190579
9,3.4210459282827514,4.928157317247667,-0.19813256334558105,-0.9441429982686316,1.7996656026606583,-8.99024122120968,-0.4554617802884966,-0.1848074863154201
10,-1.723519423980946,-0.32216135149189995,-0.4726643460072637,0.9899686167548225,-2.3075640281542267,-1.0945236490504726,1.209432222464649,0.7934561084917844
11,1.6429519224003286,-4.884964227743069,-1.4357419623565022,-0.7584585250542872,3.2150895287921983,1.7822292339791943,-2.434552209543053,-0.02349781734666756
12,2.216027694416539,-3.0518091390220548,2.4924095162056403,-0.16819537571739573,0.1328982938812775,0.3801167059615693,1.4681763203466822,-0.6150945831188768
13,-2.379210058352214,11.474568426381325,-0.18877738994194715,0.4211639691247697,-0.9420800918806176,-1.6184786941768081,0.3308846059143544,1.3603961201544825
14,0.8190417006370865,-9.294859010887876,0.34873930700133826,-0.21821575994891163,-1.267074571302219,-0.8045449254364669,0.2576414650256691,-0.7078653253827136
15,0.7273901873618627,6.7384239432323625,0.20760016669441939,-0.11542683805156173,0.8499543322523202,0.5839044447712283,-0.8151088012428538,0.23447785461207804
16,-3.35427697008123,-2.9168423442296216,-0.8568353676557905,0.16346985389109392,3.0904301853989313,-10.529688209143721,0.5744105219874651,-0.10500020334309035
17,1.7268644681309127,2.319881834127159,0.9802890103689919,-0.19738994702434098,-1.3052714815199877,9.658505872395786,-0.42214767197534364,-0.3488257471950167
18,1.0460934769251082,-0.5569989240691484,-1.0894690651650478,0.33975802699769275,-1.22495468068613,0.12004457539444502,-1.6006647572566681,-0.09574514397992129
19,-2.0552313963558504,1.6580958837098478,-1.2720412832298535,0.3426430642048359,-0.14667225906553583,-4.036888455039431,3.598350084918934,0.5819246647939149
20,-0.8626307730158658,8.186679941432885,1.0070802042666003,0.3124941887183965,-0.3438942353290422,2.885476226510036,-0.43079750665430794,-0.2432608363959492
21,1.3200241616589778,-18.121606759176927,-0.027849745139477022,-0.5736245435859146,0.2857254701373897,-0.9615365017585233,-0.3069720856006448,-0.899975572346265
22,-0.3375952980000534,9.090459462244212,-1.6467686417514642,-0.56726889350292,1.6195091996180118,1.8524897102733853,-0.2386388097783989,0.8005424324688386
23,0.2633856199846605,-4.670841484560071,1.7587218946516998,1.2339147608329029,-1.3541276385410157,3.331391048567248,-0.9078145273269076,-0.385468667732221
24,2.4767851964745944,2.5238503181506076,1.534293340393873,-0.37741252188627783,-1.4211634339406558,2.46395128090057,1.4743762797877995,0.08016191203365519
25,-2.578562065719609,-8.255434490757352,-1.2354907089639084,0.4687758267258815,-0.5091356446210256,-4.744617462496606,-1.0632946601518167,0.30523854357756086
26,0.9638399551293446,17.46906584405906,0.6255816670188068,-0.9054118069233326,2.4168449820610842,11.347276103328447,0.5709209875926771,-0.040482142938455645
27,-0.9350330099714483,-2.043156290479317,0.6055519473801922,0.46628360908226085,1.4770769306031504,-11.037008975959424,-1.6383603709065628,-0.43824236975156206
