,datetime,pressuremean,failure,pressuremean_lag_1,pressuremean_lag_2,pressuremean_lag_3,pressuremean_lag_4,pressuremean_rolling_mean,rotatesd,rotatesd_lag_1,rotatesd_lag_2,rotatesd_lag_3,rotatesd_lag_4,pressuresd,pressuresd_lag_1,pressuresd_lag_2,pressuresd_lag_3,pressuresd_lag_4,voltsd,voltsd_lag_1,voltsd_lag_2,voltsd_lag_3,voltsd_lag_4,vibrationsd,vibrationsd_lag_1,vibrationsd_lag_2,vibrationsd_lag_3,vibrationsd_lag_4,vibrationmean,vibrationmean_lag_1,vibrationmean_lag_2,vibrationmean_lag_3,vibrationmean_lag_4,rotatemean,rotatemean_lag_1,rotatemean_lag_2,rotatemean_lag_3,rotatemean_lag_4,voltmean,voltmean_lag_1,voltmean_lag_2,voltmean_lag_3,voltmean_lag_4
4,2015-01-02 17:00:00+00:00,100.4756065167548,False,101.78681554028046,99.92969598545902,97.73272103203855,97.92848769011385,99.34443006197297,48.47762882034733,48.06023599374324,47.485081943551855,59.90820315003806,60.620670069223365,10.391322910883435,10.515055685641984,9.914235156034263,10.349437366204146,10.824448052965824,17.050753964690607,15.876757221629047,17.261613366776388,15.527181396012779,14.915481781618574,5.70150963167602,5.233336945051802,5.3076779690007045,5.308114149959564,4.355144388922147,40.519679244307454,39.8229743277429,39.37352789191607,39.22759494555001,38.59103072467397,465.71819624314855,464.8624861002915,462.43827144209536,456.131986680857,460.62122635721914,172.73956517568286,174.3719767367133,175.6390309907787,174.72599650071578,175.674630776831
5,2015-01-02 20:00:00+00:00,100.01366935968369,False,100.4756065167548,101.78681554028046,99.92969598545902,97.73272103203855,99.9812097686332,48.133590990399846,48.47762882034733,48.06023599374324,47.485081943551855,59.90820315003806,9.510092019573804,10.391322910883435,10.515055685641984,9.914235156034263,10.349437366204146,16.675130738110685,17.050753964690607,15.876757221629047,17.261613366776388,15.527181396012779,5.535307466321704,5.70150963167602,5.233336945051802,5.3076779690007045,5.308114149959564,40.39468918520869,40.519679244307454,39.8229743277429,39.37352789191607,39.22759494555001,467.5790855148741,465.71819624314855,464.8624861002915,462.43827144209536,456.131986680857,171.8280275637862,172.73956517568286,174.3719767367133,175.6390309907787,174.72599650071578
6,2015-01-02 23:00:00+00:00,100.46462465958427,False,100.01366935968369,100.4756065167548,101.78681554028046,99.92969598545902,100.5514468505445,39.13848340424171,48.133590990399846,48.47762882034733,48.06023599374324,47.485081943551855,9.500980986567543,9.510092019573804,10.391322910883435,10.515055685641984,9.914235156034263,17.942152730108333,16.675130738110685,17.050753964690607,15.876757221629047,17.261613366776388,5.417241460739149,5.535307466321704,5.70150963167602,5.233336945051802,5.3076779690007045,41.032553635258076,40.39468918520869,40.519679244307454,39.8229743277429,39.37352789191607,471.07065281656196,467.5790855148741,465.71819624314855,464.8624861002915,462.43827144209536,170.07093322312747,171.8280275637862,172.73956517568286,174.3719767367133,175.6390309907787
7,2015-01-03 02:00:00+00:00,98.80355733175705,False,100.46462465958427,100.01366935968369,100.4756065167548,101.78681554028046,100.6851790190758,34.37373998488711,39.13848340424171,48.133590990399846,48.47762882034733,48.06023599374324,10.48746952202278,9.500980986567543,9.510092019573804,10.391322910883435,10.515055685641984,17.47312664492976,17.942152730108333,16.675130738110685,17.050753964690607,15.876757221629047,5.18133530311405,5.417241460739149,5.535307466321704,5.70150963167602,5.233336945051802,41.27331154865961,41.032553635258076,40.39468918520869,40.519679244307454,39.8229743277429,464.53162320735504,471.07065281656196,467.5790855148741,465.71819624314855,464.8624861002915,167.3346159436994,170.07093322312747,171.8280275637862,172.73956517568286,174.3719767367133
8,2015-01-03 05:00:00+00:00,99.06812488499628,False,98.80355733175705,100.46462465958427,100.01366935968369,100.4756065167548,99.93936446694495,44.603841720880155,34.37373998488711,39.13848340424171,48.133590990399846,48.47762882034733,10.44489042704655,10.48746952202278,9.500980986567543,9.510092019573804,10.391322910883435,15.400802292438488,17.47312664492976,17.942152730108333,16.675130738110685,17.050753964690607,4.6895523342698935,5.18133530311405,5.417241460739149,5.535307466321704,5.70150963167602,41.61086820601985,41.27331154865961,41.032553635258076,40.39468918520869,40.519679244307454,460.1097518180443,464.53162320735504,471.07065281656196,467.5790855148741,465.71819624314855,164.44571870934826,167.3346159436994,170.07093322312747,171.8280275637862,172.73956517568286
9,2015-01-03 08:00:00+00:00,99.13455987488993,False,99.06812488499628,98.80355733175705,100.46462465958427,100.01366935968369,99.58749405900534,45.84370223566352,44.603841720880155,34.37373998488711,39.13848340424171,48.133590990399846,9.946849551781824,10.44489042704655,10.48746952202278,9.500980986567543,9.510092019573804,15.128143542607875,15.400802292438488,17.47312664492976,17.942152730108333,16.675130738110685,4.012961879110317,4.6895523342698935,5.18133530311405,5.417241460739149,5.535307466321704,41.00428186511146,41.61086820601985,41.27331154865961,41.032553635258076,40.39468918520869,460.6160377459812,460.1097518180443,464.53162320735504,471.07065281656196,467.5790855148741,164.97786740327987,164.44571870934826,167.3346159436994,170.07093322312747,171.8280275637862
10,2015-01-03 11:00:00+00:00,98.72833051877632,False,99.13455987488993,99.06812488499628,98.80355733175705,100.46462465958427,99.36771668780688,45.989039101396415,45.84370223566352,44.603841720880155,34.37373998488711,39.13848340424171,10.658240898981747,9.946849551781824,10.44489042704655,10.48746952202278,9.500980986567543,12.547920764623035,15.128143542607875,15.400802292438488,17.47312664492976,17.942152730108333,4.129827532442524,4.012961879110317,4.6895523342698935,5.18133530311405,5.417241460739149,41.38766414095789,41.00428186511146,41.61086820601985,41.27331154865961,41.032553635258076,460.8001623224262,460.6160377459812,460.1097518180443,464.53162320735504,471.07065281656196,163.78649667323054,164.97786740327987,164.44571870934826,167.3346159436994,170.07093322312747
11,2015-01-03 14:00:00+00:00,96.8863592003062,False,98.72833051877632,99.13455987488993,99.06812488499628,98.80355733175705,98.9336431526049,47.9166052011085,45.989039101396415,45.84370223566352,44.603841720880155,34.37373998488711,8.935080036638617,10.658240898981747,9.946849551781824,10.44489042704655,10.48746952202278,13.182787515430393,12.547920764623035,15.128143542607875,15.400802292438488,17.47312664492976,4.2231953684280645,4.129827532442524,4.012961879110317,4.6895523342698935,5.18133530311405,41.01258789175003,41.38766414095789,41.00428186511146,41.61086820601985,41.27331154865961,456.09932267112816,460.8001623224262,460.6160377459812,460.1097518180443,464.53162320735504,164.23807786558154,163.78649667323054,164.97786740327987,164.44571870934826,167.3346159436994
12,2015-01-03 17:00:00+00:00,97.53679739804173,False,96.8863592003062,98.72833051877632,99.13455987488993,99.06812488499628,98.45434361974218,50.22428800678216,47.9166052011085,45.989039101396415,45.84370223566352,44.603841720880155,8.680095494642169,8.935080036638617,10.658240898981747,9.946849551781824,10.44489042704655,13.950552560119029,13.182787515430393,12.547920764623035,15.128143542607875,15.400802292438488,3.701468621294728,4.2231953684280645,4.129827532442524,4.012961879110317,4.6895523342698935,40.46931626682478,41.01258789175003,41.38766414095789,41.00428186511146,41.61086820601985,448.34667388080805,456.09932267112816,460.8001623224262,460.6160377459812,460.1097518180443,166.90568675234908,164.23807786558154,163.78649667323054,164.97786740327987,164.44571870934826
13,2015-01-03 20:00:00+00:00,97.9984582058353,False,97.53679739804173,96.8863592003062,98.72833051877632,99.13455987488993,98.07151174800354,50.91349211827901,50.22428800678216,47.9166052011085,45.989039101396415,45.84370223566352,8.755995558560075,8.680095494642169,8.935080036638617,10.658240898981747,9.946849551781824,13.776237512927047,13.950552560119029,13.182787515430393,12.547920764623035,15.128143542607875,4.540137994315874,3.701468621294728,4.2231953684280645,4.129827532442524,4.012961879110317,40.34720861102429,40.46931626682478,41.01258789175003,41.38766414095789,41.00428186511146,452.06859351686927,448.34667388080805,456.09932267112816,460.8001623224262,460.6160377459812,167.1940855807644,166.90568675234908,164.23807786558154,163.78649667323054,164.97786740327987
