,wei_voltmean,failure,wei_rotatemean,wei_pressuremean,wei_vibrationmean,wei_voltsd,wei_rotatesd,wei_vibrationsd,wei_pressuresd
1,171.51040816206634,False,449.6777592168329,98.07327380314386,41.570133815768266,11.840965424750426,44.61731637106473,4.948928388714546,9.883569400136823
2,170.84056519171216,False,441.7758115405149,97.83462335793864,41.16123567551049,11.170165551882516,51.72617182547384,5.41644805237042,9.633262200838477
3,170.7366335707609,False,439.437013229756,98.41494953534205,40.874903946716366,12.334992676182873,51.861538031856796,5.676569569443233,9.961815361566194
4,169.59690023960997,False,442.8710500069975,97.36555279557292,41.38701708469291,11.630878109963383,54.0846021348375,5.420041416954597,9.756609950672647
5,170.388162166161,False,445.4385368666156,96.26263227688715,41.27337708187915,10.565470242115984,51.662631083958594,5.699010755434197,10.507463462466287
6,169.6578387576767,False,449.4604338522468,95.12091072982055,40.83782246455865,10.960582730252009,52.41892539760024,5.566769445433262,9.795478601839315
7,168.63047689043586,False,454.16893557038253,96.34996071422992,39.704090376578044,11.302620430295365,59.564699053264846,5.438925561319324,9.4883503887511
8,169.5265701022322,False,456.59674609528435,97.29375980844164,39.80580484292643,11.449863001205948,58.8738442986126,5.625565068103732,8.951538330813646
9,171.84959780817874,False,451.75711858908164,98.22274343531878,40.20777222435535,12.907357164454927,58.882508234117864,5.492448611518638,10.150599766601363
10,173.10587984115367,False,461.2340179130943,99.23430427287545,40.34937508308485,13.533533726056586,47.86770294912228,5.063287561433945,9.996080310871932
11,174.22698614924613,False,459.66210864757346,99.1170425347014,40.59491938709228,12.949778764390302,47.49188907047063,4.118873312679764,9.66606938920954
12,174.08166842190838,False,459.4238511603891,99.16108162481278,39.983414478111854,12.893690035456512,44.48732690948494,3.99254655195592,9.395935731869383
13,174.030390154737,False,461.5722154399943,100.78055964293968,39.523223434846024,12.907080439624375,44.80073684125672,4.387388632424751,8.82743804524111
14,176.37024036914585,False,453.7612417653401,101.27865786603584,39.95933887738156,13.015576723581354,45.86171561458568,4.8807665444397665,8.678123431586194
15,178.69344161291625,False,450.6316775295729,102.30051175958964,40.625345993064705,12.927876273050508,40.129553599786384,4.539562532585246,8.66259337474714
16,178.94285439737075,False,453.1042624956004,102.69670673769814,40.1767751773255,12.665743475764403,38.430733299200284,4.4778953487668725,8.390152036080941
17,176.56451304253181,False,452.18848121247873,103.53154442250246,40.17243528999032,12.778101296482332,38.874915249796665,4.325987166728656,9.20142877518258
18,174.00639630288586,False,454.2948934954554,103.17019776798271,40.66330171611897,12.979078905257742,39.039469749834666,5.351589933131724,10.109315484580009
19,172.47472850557938,False,455.04838338512235,102.05821530276778,41.11547664240582,12.808829477676468,37.457236557677476,5.586064132401661,10.576392899472813
20,174.2338271115332,False,458.16756165718897,102.65873568335665,40.95683241771618,12.399487446445004,45.31206564962201,5.5706841960393225,10.318970807876367
21,173.02100485471058,False,453.2938886514415,101.90389512706957,41.47236732907257,13.178666231913898,43.331919184550074,5.086118498690633,10.101324049217078
22,172.43291045951534,False,451.2882540864457,101.47657269778558,40.4772376463332,12.696178384123586,46.60216093172362,5.061120279014845,10.331573359984523
23,171.49215275133758,False,449.199917207888,100.13067024809851,40.47447293668225,12.603011441770446,46.67935952937479,5.432599943166782,11.141272073339502
24,171.19689363561037,False,447.2332289276927,100.77804453655769,41.23337667362817,13.13069754667706,45.89652188047408,5.374177020866889,10.914898821575775
25,173.82299142141972,False,455.4074923308594,99.39564768893145,41.87520825809185,13.557031487858383,49.12941512802578,5.510378223963317,9.468699523185077
26,172.8767835149987,False,454.21229041015,99.29151661268007,41.472767035336794,14.348645229814633,49.76841611723618,4.691467534393301,8.804495860992212
27,173.03758899627323,False,455.7772201903946,100.66947134203217,40.69990550667885,14.722725894839506,57.87008725443431,4.5666593257629335,9.282524755352759
28,173.36519871658612,False,448.9230019366725,101.8135050966647,41.02920780563709,14.607528126115186,53.8102429736044,4.351241795781986,9.777603017352234
29,174.08453256479146,False,449.72045805652425,102.7311142178384,41.10897336205,15.305780050583794,53.54903550676386,4.173865094385647,9.95146160897322
30,170.98358560238754,False,458.2114353914645,102.63029122989909,41.655237919894574,16.17089732951856,48.39952582755697,3.6093255242851887,10.20631286991174
31,171.60818849765792,False,455.33976458667604,103.80359611062738,41.31754598563446,15.758431756868749,45.411371721413936,3.130912285424294,8.948936829935658
32,171.2511423673349,False,458.61777146315865,104.16020806188128,41.02240046847563,18.17395302828922,44.56827693828664,3.654248415575088,9.602446621201985
33,169.77136517157575,False,449.49777752361604,102.00136469290804,40.258724002979626,17.44933134006314,39.29455931308615,3.4762287316841483,11.652470924654894
34,170.72154978228417,False,448.412854902254,102.06455103387688,39.50480189634271,17.216309403722295,52.763166781632435,3.903806101374691,12.444452999585474
35,170.1389771657858,False,452.27720308544417,100.37067483402262,40.05410868341463,16.656793099329146,48.12577164818728,4.360450761746444,13.275755461744197
36,168.8967366448929,False,454.146712695194,100.12818038310041,40.76345311783054,16.813339936281164,50.20112874666697,5.2774983994656965,13.332391520339215
37,168.77495374040814,False,453.34623153277647,99.68202030287694,41.7081876202716,15.686135067040233,51.62435047536885,5.545519824829249,12.682237966176649
38,170.79706303214058,False,448.4558439451279,100.13581384619837,41.60003282115121,15.84767379873287,54.461489953680584,5.577801170608796,12.56151397535906
39,169.53851704387287,False,453.0819163819716,98.21798949888432,41.620187778613065,14.986609018746336,57.61330403787885,5.677930765285662,13.137740195063653
40,169.1865937746036,False,446.9983230836188,96.12342376207896,41.56778761659125,11.438682960762947,59.66008102671256,5.7743819224268265,12.675890056115072
41,166.1572003355335,False,457.7283675928389,97.97650913734051,41.53269619064478,12.895572427423124,64.92048116628646,5.6902850102255815,11.657925404365564
42,166.04799465809788,False,455.2718870461482,97.12040550255855,42.31632108002572,12.847884820247586,58.867948030702934,5.186800171683185,10.639342467869305
43,164.39149948845284,False,444.9542050340837,97.58818960378252,42.18027221184133,13.688297957512429,59.16374221243482,4.954962951664314,8.970188891873761
44,163.9551296452044,False,448.41405176073096,96.44411146727505,41.58476263889193,13.491804181905534,56.15895728075093,4.217028035845072,7.688111768166148
45,163.57440311424878,False,444.6002539416928,96.57210072636228,40.52736528029631,13.206635249355099,56.58484078781528,3.9152572564168073,8.311657244591856
46,167.1573092549138,False,446.37071584754545,96.3317001942015,40.35884571169334,17.867119243538273,54.83489908191711,4.31370443130163,8.159573699426502
47,168.7860530378727,False,443.4960788621374,97.91259116799141,40.384143010318326,19.30327745550252,53.85208681410944,4.348427802630052,7.270229107230174
48,174.1447469570472,False,451.40697489308263,100.24448238066296,40.75741549532722,23.12258964249325,52.38883444154847,4.055205313827658,7.076821382571968
49,180.30446950774632,False,443.24300859069746,99.67418323839857,40.95912615117718,22.21176770490829,47.021900772198684,3.9834558281536983,7.004135701230316
50,184.9503749872495,False,443.520173133398,99.79853395535385,40.84985385907778,22.133666580643677,43.17507099842637,3.876699494597724,6.501421038967568
51,186.78233934001042,False,448.3332824587922,100.31507636212014,40.86241026996669,20.093549399445575,46.376433842614276,3.976995574077226,6.477141520773733
52,189.30061012761848,False,453.86223459653513,101.02581190616051,40.92740627999126,18.519753111038945,51.40989024805688,4.455803642580257,6.731258040751767
53,194.5405307412701,False,452.93760854691885,99.29090985903126,41.443758550209814,18.094904557621497,52.25462977535985,4.235695683759163,7.829610298104596
54,192.2916879721127,False,455.6320783280848,99.84111522310673,41.39834044646479,19.442416184639303,51.04143012277078,4.224455017667397,7.751968659119362
55,193.33483196455185,False,458.27256881916986,99.74414262687165,40.92900998473978,18.642466720641085,48.118287472154506,4.417306255654455,8.221410630021339
56,191.83920578434189,False,453.0235384509034,101.16006346606756,39.72282607285833,17.559124094971757,48.962582740226146,5.298833588107757,10.975166888190728
57,191.19488245833355,False,450.0952197510749,101.60629955679049,39.645128738845074,16.75828915573984,51.840187044812744,5.618741733969903,10.980052904150352
58,189.3648913881519,False,447.46374182237037,102.13275849238363,39.570783760459435,16.16106509967499,54.47912600212539,5.660894575386235,10.977349730717764
59,191.47779290999125,False,443.9345096053201,100.8928171508152,38.88869683229118,15.20175174002315,49.252249375123405,5.6186329219360935,11.294990375671382
60,190.88225728168462,False,437.1401034903442,100.80157418891022,38.26818718576863,16.628076123672894,41.56445691882038,5.250014389378877,11.941817452999294
61,187.75291393468558,False,447.8780618716901,102.01829205266,38.03437831100067,14.956744541863436,49.02905637153588,5.224312292551507,11.262057514901755
62,185.568850230708,False,451.32614848942495,102.17890587058821,38.530504267816944,16.34347583517557,53.02950489139674,5.178857230202199,11.41615706612773
63,182.8005116539931,False,448.7634572681117,100.58138970248528,39.13356382683897,17.235258334121006,53.422760607307616,5.306684130190288,12.579987602538012
64,179.73177562635166,False,450.980685645867,98.8139010390752,38.90616346409085,17.165152321438438,57.2591094394693,5.472102258341013,9.68525990945016
65,178.09748246589132,False,451.4284786222705,98.74266836487855,39.35268007049288,17.472724184062265,52.08568419289776,5.46414429761928,9.384756231804577
